title,genres,year,rating,language,clean_title,source,movieId
The Golden Child,"action & adventure, comedies",1986,0.0,Mixed,the golden child,netflix_titles.csv,4172.0
The Guns of Navarone,"action & adventure, classic movies",1961,0.0,Mixed,the guns of navarone,netflix_titles.csv,4173.0
The Interview,"action & adventure, comedies",2014,0.0,Mixed,the interview,netflix_titles.csv,4174.0
The Nutty Professor,"comedies, romantic movies",1996,0.0,Mixed,the nutty professor,netflix_titles.csv,4175.0
The Nutty Professor II: The Klumps,"comedies, romantic movies",2000,0.0,Mixed,the nutty professor ii the klumps,netflix_titles.csv,4176.0
Turning Point: 9/11 and the War on Terror,docuseries,2021,0.0,Mixed,turning point 911 and the war on terror,netflix_titles.csv,4177.0
Welcome Home Roscoe Jenkins,comedies,2008,0.0,Mixed,welcome home roscoe jenkins,netflix_titles.csv,4178.0
In the Line of Fire,"action & adventure, classic movies",1993,0.0,Mixed,in the line of fire,netflix_titles.csv,474.0
Sparking Joy,reality tv,2021,0.0,Mixed,sparking joy,netflix_titles.csv,4179.0
Untold: Crime & Penalties,"documentaries, sports movies",2021,0.0,Mixed,untold crime  penalties,netflix_titles.csv,4180.0
Hometown Cha-Cha-Cha,"international tv shows, romantic tv shows, tv comedies",2021,0.0,Mixed,hometown chachacha,netflix_titles.csv,4181.0
The Ingenuity of the Househusband,"international tv shows, tv comedies",2021,0.0,Mixed,the ingenuity of the househusband,netflix_titles.csv,4182.0
2 Alone in Paris,"comedies, international movies",2008,0.0,Mixed,2 alone in paris,netflix_titles.csv,4183.0
Bread Barbershop,"kids' tv, tv comedies",2020,0.0,Mixed,bread barbershop,netflix_titles.csv,4184.0
Thimmarusu,"dramas, international movies",2021,0.0,Mixed,thimmarusu,netflix_titles.csv,4185.0
Wind River,"dramas, independent movies",2017,0.0,Mixed,wind river,netflix_titles.csv,4186.0
C Kkompany,"action & adventure, comedies, international movies",2008,0.0,Mixed,c kkompany,netflix_titles.csv,4187.0
D.P.,"international tv shows, tv dramas",2021,0.0,Mixed,dp,netflix_titles.csv,4188.0
Deadly Sins,"international tv shows, spanish-language tv shows, tv dramas",2002,0.0,Mixed,deadly sins,netflix_titles.csv,4189.0
EMI: Liya Hai To Chukana Padega,"comedies, dramas, international movies",2008,0.0,Mixed,emi liya hai to chukana padega,netflix_titles.csv,4190.0
He's All That,"comedies, romantic movies",2021,0.0,Mixed,hes all that,netflix_titles.csv,4191.0
I Heart Arlo,"kids' tv, tv comedies",2021,0.0,Mixed,i heart arlo,netflix_titles.csv,4192.0
King of Boys: The Return of the King,"crime tv shows, international tv shows, tv dramas",2021,0.0,Mixed,king of boys the return of the king,netflix_titles.csv,4193.0
Koi Aap Sa,"comedies, dramas, international movies",2006,0.0,Mixed,koi aap sa,netflix_titles.csv,4194.0
Krishna Cottage,"action & adventure, horror movies, international movies",2004,0.0,Mixed,krishna cottage,netflix_titles.csv,4195.0
Kucch To Hai,"dramas, international movies, thrillers",2003,0.0,Mixed,kucch to hai,netflix_titles.csv,4196.0
Kyaa Kool Hai Hum,"comedies, international movies, music & musicals",2005,0.0,Mixed,kyaa kool hai hum,netflix_titles.csv,4197.0
Kyaa Kool Hain Hum 3,"comedies, international movies",2016,0.0,Mixed,kyaa kool hain hum 3,netflix_titles.csv,4198.0
Kyaa Super Kool Hain Hum,"comedies, international movies",2012,0.0,Mixed,kyaa super kool hain hum,netflix_titles.csv,4199.0
Kyo Kii... Main Jhuth Nahin Bolta,"comedies, international movies, sci-fi & fantasy",2001,0.0,Mixed,kyo kii main jhuth nahin bolta,netflix_titles.csv,4200.0
"LSD: Love, Sex Aur Dhokha","dramas, independent movies, international movies",2010,0.0,Mixed,lsd love sex aur dhokha,netflix_titles.csv,4201.0
Mission Istaanbul: Darr Ke Aagey Jeet Hai,"action & adventure, international movies, music & musicals",2008,0.0,Mixed,mission istaanbul darr ke aagey jeet hai,netflix_titles.csv,4202.0
Once Upon a Time in Mumbaai,"dramas, international movies, music & musicals",2010,0.0,Mixed,once upon a time in mumbaai,netflix_titles.csv,4203.0
Once Upon a Time in Mumbai Dobaara!,"dramas, international movies, music & musicals",2013,0.0,Mixed,once upon a time in mumbai dobaara,netflix_titles.csv,4204.0
Ragini MMS,"horror movies, international movies",2011,0.0,Mixed,ragini mms,netflix_titles.csv,4205.0
Ragini MMS 2,"horror movies, international movies",2014,0.0,Mixed,ragini mms 2,netflix_titles.csv,4206.0
Rebellion,"international tv shows, tv dramas",2016,0.0,Mixed,rebellion,netflix_titles.csv,4207.0
RIDE ON TIME,"docuseries, international tv shows",2021,0.0,Mixed,ride on time,netflix_titles.csv,4208.0
SAS: Rise of the Black Swan,"action & adventure, international movies",2021,0.0,Mixed,sas rise of the black swan,netflix_titles.csv,4209.0
Shootout at Lokhandwala,"action & adventure, dramas, international movies",2007,0.0,Mixed,shootout at lokhandwala,netflix_titles.csv,4210.0
Shor In the City,"comedies, dramas, independent movies",2011,0.0,Mixed,shor in the city,netflix_titles.csv,4211.0
The Dirty Picture,"comedies, dramas, international movies",2011,0.0,Mixed,the dirty picture,netflix_titles.csv,4212.0
Titletown High,"reality tv, teen tv shows",2021,0.0,Mixed,titletown high,netflix_titles.csv,4213.0
EDENS ZERO,"anime series, international tv shows",2021,0.0,Mixed,edens zero,netflix_titles.csv,4214.0
Family Reunion,"kids' tv, tv comedies",2021,0.0,Mixed,family reunion,netflix_titles.csv,4215.0
"Bob Ross: Happy Accidents, Betrayal & Greed",documentaries,2021,0.0,Mixed,bob ross happy accidents betrayal  greed,netflix_titles.csv,4216.0
Clickbait,"crime tv shows, tv dramas, tv mysteries",2021,0.0,Mixed,clickbait,netflix_titles.csv,4217.0
John of God: The Crimes of a Spiritual Healer,"crime tv shows, docuseries, international tv shows",2021,0.0,Mixed,john of god the crimes of a spiritual healer,netflix_titles.csv,4218.0
Motel Makeover,"international tv shows, reality tv",2021,0.0,Mixed,motel makeover,netflix_titles.csv,4219.0
Open Your Eyes,"international tv shows, tv dramas, tv mysteries",2021,0.0,Mixed,open your eyes,netflix_titles.csv,4220.0
Post Mortem: No One Dies in Skarnes,"international tv shows, tv comedies, tv dramas",2021,0.0,Mixed,post mortem no one dies in skarnes,netflix_titles.csv,4221.0
Really Love,"dramas, independent movies, romantic movies",2020,0.0,Mixed,really love,netflix_titles.csv,4222.0
The November Man,action & adventure,2014,0.0,Mixed,the november man,netflix_titles.csv,4223.0
The Old Ways,horror movies,2020,0.0,Mixed,the old ways,netflix_titles.csv,4224.0
The River Runner,"documentaries, sports movies",2021,0.0,Mixed,the river runner,netflix_titles.csv,4225.0
The Water Man,"children & family movies, dramas",2021,0.0,Mixed,the water man,netflix_titles.csv,4226.0
Wheel of Fortune,reality tv,2019,0.0,Mixed,wheel of fortune,netflix_titles.csv,4227.0
Count Me In,"documentaries, music & musicals",2021,0.0,Mixed,count me in,netflix_titles.csv,4228.0
Oggy Oggy,"kids' tv, tv comedies",2021,0.0,Mixed,oggy oggy,netflix_titles.csv,4229.0
Untold: Caitlyn Jenner,"documentaries, lgbtq movies, sports movies",2021,0.0,Mixed,untold caitlyn jenner,netflix_titles.csv,4230.0
Boomika,"horror movies, international movies, thrillers",2021,0.0,Mixed,boomika,netflix_titles.csv,4231.0
Boomika (Hindi),"horror movies, international movies, thrillers",2021,0.0,Mixed,boomika hindi,netflix_titles.csv,4232.0
Boomika (Malayalam),"horror movies, international movies, thrillers",2021,0.0,Mixed,boomika malayalam,netflix_titles.csv,4233.0
Boomika (Telugu),"horror movies, international movies, thrillers",2021,0.0,Mixed,boomika telugu,netflix_titles.csv,4234.0
The Witcher: Nightmare of the Wolf,"action & adventure, anime features",2021,0.0,Mixed,the witcher nightmare of the wolf,netflix_titles.csv,4235.0
Manifest,"tv dramas, tv mysteries, tv sci-fi & fantasy",2021,0.0,Mixed,manifest,netflix_titles.csv,4236.0
Comedy Premium League,"international tv shows, tv comedies",2021,0.0,Mixed,comedy premium league,netflix_titles.csv,4237.0
Everything Will Be Fine,"international tv shows, spanish-language tv shows, tv comedies",2021,0.0,Mixed,everything will be fine,netflix_titles.csv,4238.0
Gunshot,"dramas, international movies, thrillers",2018,0.0,Mixed,gunshot,netflix_titles.csv,4239.0
Korean Cold Noodle Rhapsody,"docuseries, international tv shows",2021,0.0,Mixed,korean cold noodle rhapsody,netflix_titles.csv,4240.0
Man in Love,"dramas, international movies, romantic movies",2021,0.0,Mixed,man in love,netflix_titles.csv,4241.0
Sweet Girl,"action & adventure, dramas",2021,0.0,Mixed,sweet girl,netflix_titles.csv,4242.0
The Chair,"tv comedies, tv dramas",2021,0.0,Mixed,the chair,netflix_titles.csv,4243.0
The Loud House Movie,"children & family movies, comedies, music & musicals",2021,0.0,Mixed,the loud house movie,netflix_titles.csv,4244.0
A Faraway Land,"dramas, international movies, romantic movies",2020,0.0,Mixed,a faraway land,netflix_titles.csv,4245.0
Like Crazy,"dramas, independent movies, romantic movies",2011,0.0,Mixed,like crazy,netflix_titles.csv,4246.0
Black Island,"international movies, thrillers",2021,0.0,Mixed,black island,netflix_titles.csv,4247.0
Bombay,"dramas, international movies, romantic movies",1995,0.0,Mixed,bombay,netflix_titles.csv,4248.0
Go! Go! Cory Carson,kids' tv,2021,0.0,Mixed,go go cory carson,netflix_titles.csv,4249.0
Memories of a Murderer: The Nilsen Tapes,"documentaries, international movies",2021,0.0,Mixed,memories of a murderer the nilsen tapes,netflix_titles.csv,4250.0
Nneka The Pretty Serpent,"dramas, international movies",2020,0.0,Mixed,nneka the pretty serpent,netflix_titles.csv,4251.0
O Kadhal Kanmani,"dramas, international movies, romantic movies",2015,0.0,Mixed,o kadhal kanmani,netflix_titles.csv,4252.0
Out of my league,"comedies, dramas, international movies",2020,0.0,Mixed,out of my league,netflix_titles.csv,4253.0
Pahuna,"comedies, dramas, international movies",2018,0.0,Mixed,pahuna,netflix_titles.csv,4254.0
The Defeated,"crime tv shows, international tv shows, tv dramas",2020,0.0,Mixed,the defeated,netflix_titles.csv,4255.0
The Secret Diary of an Exchange Student,"comedies, international movies, romantic movies",2021,0.0,Mixed,the secret diary of an exchange student,netflix_titles.csv,4256.0
Untold: Deal With the Devil,"documentaries, lgbtq movies, sports movies",2021,0.0,Mixed,untold deal with the devil,netflix_titles.csv,4257.0
Mother Goose Club,kids' tv,2016,0.0,Mixed,mother goose club,netflix_titles.csv,4258.0
Walk of Shame,"comedies, independent movies",2014,0.0,Mixed,walk of shame,netflix_titles.csv,4259.0
Rascal Does Not Dream of Bunny Girl Senpai,"anime series, international tv shows, romantic tv shows",2018,0.0,Mixed,rascal does not dream of bunny girl senpai,netflix_titles.csv,4260.0
The Creative Indians,"docuseries, international tv shows",2020,0.0,Mixed,the creative indians,netflix_titles.csv,4261.0
The Piano,"classic movies, dramas, independent movies",1993,0.0,Mixed,the piano,netflix_titles.csv,4262.0
Unroyal,"dramas, international movies",2020,0.0,Mixed,unroyal,netflix_titles.csv,4263.0
Winx Club,kids' tv,2015,0.0,Mixed,winx club,netflix_titles.csv,4264.0
Beckett,action & adventure,2021,0.0,Mixed,beckett,netflix_titles.csv,4265.0
Brand New Cherry Flavor,"tv dramas, tv horror, tv mysteries",2021,0.0,Mixed,brand new cherry flavor,netflix_titles.csv,4266.0
Fast & Furious Spy Racers,kids' tv,2021,0.0,Mixed,fast  furious spy racers,netflix_titles.csv,4267.0
Gone for Good,"crime tv shows, international tv shows, tv dramas",2021,0.0,Mixed,gone for good,netflix_titles.csv,4268.0
Grace and Frankie,"tv comedies, tv dramas",2021,0.0,Mixed,grace and frankie,netflix_titles.csv,4269.0
The Kingdom,"crime tv shows, international tv shows, spanish-language tv shows",2021,0.0,Mixed,the kingdom,netflix_titles.csv,4270.0
Valeria,"international tv shows, romantic tv shows, spanish-language tv shows",2021,0.0,Mixed,valeria,netflix_titles.csv,4271.0
AlRawabi School for Girls,"international tv shows, tv dramas, teen tv shows",2021,0.0,Mixed,alrawabi school for girls,netflix_titles.csv,4272.0
Lokillo: Nothing's the Same,stand-up comedy,2021,0.0,Mixed,lokillo nothings the same,netflix_titles.csv,4273.0
Monster Hunter: Legends of the Guild,"action & adventure, anime features, children & family movies",2021,0.0,Mixed,monster hunter legends of the guild,netflix_titles.csv,4274.0
Bake Squad,reality tv,2021,0.0,Mixed,bake squad,netflix_titles.csv,4275.0
Brother Jekwu,"comedies, international movies",2016,0.0,Mixed,brother jekwu,netflix_titles.csv,4276.0
La diosa del asfalto,"dramas, independent movies, international movies",2020,0.0,Mixed,la diosa del asfalto,netflix_titles.csv,4277.0
Misha and the Wolves,"documentaries, international movies",2021,0.0,Mixed,misha and the wolves,netflix_titles.csv,4278.0
The Kissing Booth 3,"comedies, romantic movies",2021,0.0,Mixed,the kissing booth 3,netflix_titles.csv,4279.0
The Railway Man,"dramas, international movies",2013,0.0,Mixed,the railway man,netflix_titles.csv,4280.0
Gabby's Dollhouse,kids' tv,2021,0.0,Mixed,gabbys dollhouse,netflix_titles.csv,4281.0
I Need Romance,"international tv shows, romantic tv shows, tv comedies",2021,0.0,Mixed,i need romance,netflix_titles.csv,4282.0
Las muñecas de la mafia,"crime tv shows, international tv shows, spanish-language tv shows",2018,0.0,Mixed,las muecas de la mafia,netflix_titles.csv,4283.0
The Crowned Clown,"international tv shows, romantic tv shows, tv dramas",2019,0.0,Mixed,the crowned clown,netflix_titles.csv,4284.0
Untold: Malice at the Palace,"documentaries, sports movies",2021,0.0,Mixed,untold malice at the palace,netflix_titles.csv,4285.0
SHAMAN KING,"anime series, international tv shows",2021,0.0,Mixed,shaman king,netflix_titles.csv,4286.0
Quartet,"comedies, dramas, independent movies",2012,0.0,Mixed,quartet,netflix_titles.csv,4287.0
Slay,"comedies, international movies, romantic movies",2021,0.0,Mixed,slay,netflix_titles.csv,4288.0
Takizawa Kabuki ZERO 2020 The Movie,"international movies, music & musicals",2020,0.0,Mixed,takizawa kabuki zero 2020 the movie,netflix_titles.csv,4289.0
The Paper Tigers,"action & adventure, comedies",2021,0.0,Mixed,the paper tigers,netflix_titles.csv,4290.0
Navarasa,tv shows,2021,0.0,Mixed,navarasa,netflix_titles.csv,4291.0
Quam's Money,"comedies, dramas, international movies",2020,0.0,Mixed,quams money,netflix_titles.csv,4292.0
The Swarm,"horror movies, independent movies, international movies",2021,0.0,Mixed,the swarm,netflix_titles.csv,4293.0
Vivo,"children & family movies, music & musicals",2021,0.0,Mixed,vivo,netflix_titles.csv,4294.0
Chennai Express,"action & adventure, comedies, international movies",2013,0.0,Mixed,chennai express,netflix_titles.csv,4295.0
City of God: 10 Years Later,"documentaries, international movies",2013,0.0,Mixed,city of god 10 years later,netflix_titles.csv,4296.0
Lady Boss: The Jackie Collins Story,documentaries,2021,0.0,Mixed,lady boss the jackie collins story,netflix_titles.csv,4297.0
Tango Feroz,"classic movies, dramas, international movies",1993,0.0,Mixed,tango feroz,netflix_titles.csv,4298.0
'76,"dramas, international movies",2016,0.0,Mixed,76,netflix_titles.csv,4299.0
Aftermath,horror movies,2021,0.0,Mixed,aftermath,netflix_titles.csv,4300.0
American Masters: Inventing David Geffen,movies,2012,0.0,Mixed,american masters inventing david geffen,netflix_titles.csv,4301.0
Car Masters: Rust to Riches,reality tv,2021,0.0,Mixed,car masters rust to riches,netflix_titles.csv,4302.0
Cocaine Cowboys: The Kings of Miami,"crime tv shows, docuseries",2021,0.0,Mixed,cocaine cowboys the kings of miami,netflix_titles.csv,4303.0
Control Z,"international tv shows, spanish-language tv shows, tv dramas",2021,0.0,Mixed,control z,netflix_titles.csv,4304.0
Cooking With Paris,reality tv,2021,0.0,Mixed,cooking with paris,netflix_titles.csv,4305.0
Autumn's Concerto,"international tv shows, romantic tv shows, tv dramas",2009,0.0,Mixed,autumns concerto,netflix_titles.csv,4306.0
Heavy,"dramas, independent movies, romantic movies",1995,0.0,Mixed,heavy,netflix_titles.csv,764.0
Ije: The Journey,"dramas, international movies",2010,0.0,Mixed,ije the journey,netflix_titles.csv,4307.0
Office Girls,"international tv shows, romantic tv shows, tv comedies",2011,0.0,Mixed,office girls,netflix_titles.csv,4308.0
Pray Away,"documentaries, lgbtq movies",2021,0.0,Mixed,pray away,netflix_titles.csv,4309.0
Shiny_Flakes: The Teenage Drug Lord,"documentaries, international movies",2021,0.0,Mixed,shinyflakes the teenage drug lord,netflix_titles.csv,4310.0
The Prince Who Turns into a Frog,"international tv shows, romantic tv shows, tv comedies",2005,0.0,Mixed,the prince who turns into a frog,netflix_titles.csv,4311.0
Top Secret UFO Projects: Declassified,docuseries,2021,0.0,Mixed,top secret ufo projects declassified,netflix_titles.csv,4312.0
Two Fathers,"international tv shows, romantic tv shows, tv comedies",2013,0.0,Mixed,two fathers,netflix_titles.csv,4313.0
You're My Destiny,"international tv shows, romantic tv shows, tv comedies",2008,0.0,Mixed,youre my destiny,netflix_titles.csv,4314.0
30 Rock,tv comedies,2012,0.0,Mixed,30 rock,netflix_titles.csv,4315.0
44 Cats,kids' tv,2020,0.0,Mixed,44 cats,netflix_titles.csv,4316.0
Beethoven,"children & family movies, comedies",1992,0.0,Mixed,beethoven,netflix_titles.csv,4317.0
Beethoven's 2nd,"children & family movies, comedies",1993,0.0,Mixed,beethovens 2nd,netflix_titles.csv,4318.0
Beowulf,"action & adventure, sci-fi & fantasy",2007,0.0,Mixed,beowulf,netflix_titles.csv,4319.0
Boyka: Undisputed,action & adventure,2016,0.0,Mixed,boyka undisputed,netflix_titles.csv,4320.0
Catch Me If You Can,dramas,2002,0.0,Mixed,catch me if you can,netflix_titles.csv,4321.0
Cloudy with a Chance of Meatballs,"children & family movies, comedies, sci-fi & fantasy",2009,0.0,Mixed,cloudy with a chance of meatballs,netflix_titles.csv,4322.0
Darwin’s Game,"anime series, international tv shows, tv thrillers",2020,0.0,Mixed,darwins game,netflix_titles.csv,4323.0
Deep Blue Sea,"action & adventure, horror movies, sci-fi & fantasy",1999,0.0,Mixed,deep blue sea,netflix_titles.csv,2722.0
